Cluster_Label,Biomarker,Relations
blood-based,Biomarkers,"[{'article': 'PMC8507171.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Predict incident dementia in individuals with subjective cognitive decline'}]"
blood-based,Digital biomarkers,"[{'article': 'PMC9203627.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Early Alzheimer's Disease""}]"
blood-based,Blood biomarkers,"[{'article': 'PMC8857690.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Alzheimer's Disease risk""}]"
blood-based,Plasma AD biomarkers,"[{'article': 'PMC10127414.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression""}]"
blood-based,digital biomarkers,"[{'article': 'PMC9203627.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Early-onset Alzheimer's Disease""}, {'article': 'PMC9203627.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Early-onset Alzheimer's Disease""}, {'article': 'PMC9203627.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease stages including mild cognitive impairment and dementia""}, {'article': 'PMC9203627.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease in different clinical stages""}]"
blood-based,Nongenetic biomarkers,"[{'article': 'PMC5103503.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Pathological processes leading to Alzheimer's Disease""}]"
blood-based,Prognostic biomarkers,"[{'article': 'PMC9246122.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Early detection of AD pathology'}]"
blood-based,Blood-based biomarkers,"[{'article': 'PMC10363100.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC10710152.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10710152.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9373273.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]"
blood-based,Iron metabolism biomarkers,"[{'article': 'PMC6966425.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]"
blood-based,Vascular biomarkers,"[{'article': 'PMC8201462.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Diagnose: Alzheimer's Disease and Related Dementia (ADRD)""}]"
blood-brain,Blood-Brain Barrier (BBB) Permeability,"[{'article': 'PMC4939696.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
blood-brain,Microvasculature genes,"[{'article': 'PMC6211704.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Normalization of compromised microvascular functions in AD with anti-diabetic treatments'}]"
blood-brain,EB extravasation,"[{'article': 'PMC4747225.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Blood-Brain Barrier Disruption (BBBD)'}]"
blood-brain,Cerebral microbleeds,"[{'article': 'PMC6565843.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
blood-brain,Hippocampal perfusion,"[{'article': 'PMC7477392.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Loss of spatial memory in older individuals'}]"
blood-brain,Cerebral microbleeds (CMBs),"[{'article': 'PMC6353871.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Dementia'}, {'article': 'PMC7477392.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
blood-brain,cerebral perfusion,"[{'article': 'PMC6023430.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
bmi,Body Mass (BM),"[{'article': 'PMC4922661.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
bmi,BMI,"[{'article': 'PMC10306194.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC10542675.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""No significant reduction in BMI-related risk for Alzheimer's Disease""}, {'article': 'PMC1325254.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Brain Atrophy and Cognitive Decline in Alzheimer's Disease""}, {'article': 'PMC4987494.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Behavior change and improved clinical outcomes in Alzheimer's Disease risk reduction""}, {'article': 'PMC4987494.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Reducing BMI can lower the risk of Alzheimer's Disease and other chronic diseases such as diabetes, heart disease, and stroke.""}, {'article': 'PMC4987494.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Outcome: Addressing BMI as part of a multifactorial intervention improves overall health and reduces the risk of Alzheimer's Disease.""}, {'article': 'PMC4987494.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'BMI reduction during the study'}, {'article': 'PMC4987494.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Desirable lowering of BMI'}, {'article': 'PMC6208946.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6343283.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Physical health indicators in Alzheimer's Disease""}, {'article': 'PMC7023686.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Higher BMI in the AHF group compared to the NGF group (22.7 ± 3.3 vs. 21.4 ± 3.6, p = 0.042)'}, {'article': 'PMC7551340.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Cognitive decline and dementia'}, {'article': 'PMC9246122.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}]"
bmi,Weight,"[{'article': 'PMC7413274.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease""}]"
bmi,Weight loss,"[{'article': 'PMC9011335.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Deep brain stimulation (DBS)'}]"
bmi,Obesity,"[{'article': 'PMC10001958.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Increased risk of Alzheimer's Disease""}, {'article': 'PMC10310693.txt', 'relationship': 'PREDICTS_NEURODEGENERATIVE_DISORDERS', 'object': ""Alzheimer's Disease""}]"
bmi,Body weight,"[{'article': 'PMC4353453.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Treatment response prediction in Alzheimer's Disease""}, {'article': 'PMC5123349.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Monitoring health in Alzheimer's Disease patients""}]"
bmi,Total fat mass,"[{'article': 'PMC9202553.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}]"
bmi,Peripheral adiposity,"[{'article': 'PMC9202553.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}]"
bmi,weight loss,"[{'article': 'PMC7890889.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'AD-related cognitive decline'}]"
bowel,Bowel Movements,"[{'article': 'PMC7413274.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease""}]"
bowel,Crohn’s Disease,"[{'article': 'PMC7089534.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
bowel,Ulcerative Colitis,"[{'article': 'PMC7089534.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
bowel,Inflammatory Bowel Disease,"[{'article': 'PMC7089534.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
bpsd,BPSD (Behavioral and Psychological Symptoms of Dementia),"[{'article': 'PMC5359367.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
bpsd,Subjective Cognitive Decline (SCD),"[{'article': 'PMC9246122.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""First symptomatic manifestation of Alzheimer's Disease""}]"
bpsd,Behavioural and Psychological Symptoms of dementia (BPSD),"[{'article': 'PMC5359367.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease in people with Down Syndrome""}, {'article': 'PMC5359367.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Predicts more severe diagnosis of Alzheimer's Disease""}]"
bpsd,SCD (Subjective Cognitive Decline),"[{'article': 'PMC6945608.txt', 'relationship': 'PREDICTS_PRESENCE_OF', 'object': ""Amyloid positivity in Alzheimer's Disease (did not predict in this sample)""}]"
braak,Braak stages,"[{'article': 'PMC5144753.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
braak,Retroactive interference (RI) performance,"[{'article': 'PMC10075195.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease pathology""}]"
braak,Communication Problems Scale,"[{'article': 'PMC2949590.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Semantic and pragmatic communication issues in Alzheimer's Disease""}]"
braak,Burst firing patterns,"[{'article': 'PMC6130053.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Critical component of NBM function and effective stimulation'}]"
brain,Brain free fraction (fND),"[{'article': 'PMC5209404.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Brain penetration'}]"
brain,Fusiform (% TIV),"[{'article': 'PMC4132648.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4132648.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]"
brain,Whole brain (% TIV),"[{'article': 'PMC4132648.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4132648.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]"
brain,Hippocampus (% TIV),"[{'article': 'PMC4132648.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4132648.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]"
brain,BPF (Brain Parenchymal Fraction),"[{'article': 'PMC9295361.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]"
brain-volume,Total brain volume (TBV),"[{'article': 'PMC8570373.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
brain-volume,Whole brain volume,"[{'article': 'PMC7808620.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression""}]"
brain-volume,Total brain volume,"[{'article': 'PMC6565843.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Indicates presence of Alzheimer's Disease""}]"
brain-volume,Total Brain Volume (TBV),"[{'article': 'PMC8570373.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Cognitive Impairment'}, {'article': 'PMC8570373.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Post-Stroke Neurodegeneration'}, {'article': 'PMC8570373.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Cognitive impairment in stroke patients'}]"
brain-volume,Subiculum volume,"[{'article': 'PMC10075195.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease pathology""}, {'article': 'PMC10127414.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
brain-volume,Brain volume,"[{'article': 'PMC4283145.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease progression""}, {'article': 'PMC6218435.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Prognosis: Primary progressive aphasia'}, {'article': 'PMC7227237.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Atabecestat treatment'}, {'article': 'PMC7808620.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Attenuated brain volume decline in Alzheimer's Disease""}]"
brain-volume,Normalized Brain Volume (NBV),"[{'article': 'PMC1325254.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC1325254.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
brain-volume,Cortical volume,"[{'article': 'PMC8638526.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6910674.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression""}, {'article': 'PMC6910674.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Alzheimer's Disease progression""}]"
brain-volume,Subcortical Volumes,"[{'article': 'PMC10310693.txt', 'relationship': 'PREDICTS_NEURODEGENERATIVE_DISORDERS', 'object': ""Alzheimer's Disease""}]"
brain-volume,brain volume,"[{'article': 'PMC4132648.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4866415.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease Progression""}, {'article': 'PMC8795741.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Improved cognitive function in older adults with mild cognitive impairment'}, {'article': 'PMC5302785.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'slower dementia progression and reduced risk of dementia'}, {'article': 'PMC7808620.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Response to aerobic exercise intervention'}, {'article': 'PMC7808620.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Structural changes in Alzheimer's Disease""}, {'article': 'PMC7808620.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Age-related improvements or attenuated decline in cognition'}]"
brain-volume,REGIONAL CEREBRAL VOLUME,"[{'article': 'PMC4200223.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Increased risk of Behavioral and Psychological Symptoms of Dementia (BPSD)'}]"
brain-age,BrainAGE score,"[{'article': 'PMC3695013.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prediction of conversion to Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Better prediction of Alzheimer's Disease compared to cognitive scores and other biomarkers""}]"
brain-age,brain network characteristics,"[{'article': 'PMC8795741.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease""}]"
brain-age,BrainAGE,"[{'article': 'PMC3695013.txt', 'relationship': 'PREDICTS_CONVERSION', 'object': ""Conversion to Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'PREDICTS_CONVERSION_TO_AD', 'object': 'Within a time span of 36 months'}, {'article': 'PMC3695013.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Worse cognitive outcomes and disease severity'}, {'article': 'PMC3695013.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease risk""}, {'article': 'PMC3695013.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Conversion to Alzheimer's Disease in mild cognitive impairment subjects""}, {'article': 'PMC3695013.txt', 'relationship': 'PREDICTS', 'object': ""Conversion to Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Higher risk of developing Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis: Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Increased risk of Alzheimer's Disease""}, {'article': 'PMC3695013.txt', 'relationship': 'PREDICTS_SURVIVAL', 'object': 'Survival: Higher BrainAGE scores predict increased risk of AD conversion'}, {'article': 'PMC3695013.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Higher scores indicate increased risk of developing Alzheimer's Disease""}, {'article': 'PMC9246122.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC9246122.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""BrainAGE reflects cognitive decline and disease progression in Alzheimer's Disease.""}]"
brain-age,Brain-age gap,"[{'article': 'PMC10310693.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's disease and other neurodegenerative disorders""}]"
brain-age,Brain water content,"[{'article': 'PMC4747225.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Brain Edema'}]"
brain-age,Graph theory-based brain network changes,"[{'article': 'PMC4846650.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Pre-AD'}]"
brain-age,Brain age,"[{'article': 'PMC9349172.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression""}]"
brain-age,brain morphology,"[{'article': 'PMC3110111.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
brain-age,Modular organization of the brain,"[{'article': 'PMC8795741.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Increased modular organization in response to dance intervention'}]"
brain-derived-neutrophic-factor,Brain-derived neurotrophic factor,"[{'article': 'PMC4707222.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Neuroprotection in Alzheimer's Disease""}, {'article': 'PMC8154928.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive decline in Alzheimer's Disease""}]"
brain-derived-neutrophic-factor,Brain Derived Neurotrophic Factor (BDNF),"[{'article': 'PMC9269742.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Neuroprotective and therapeutic effects of exercise on the brain'}]"
brain-derived-neutrophic-factor,Neurotropic factors,"[{'article': 'PMC7934383.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Exercise intervention response in Alzheimer's Disease""}]"
brain-derived-neutrophic-factor,brain-derived neurotrophic factor,"[{'article': 'PMC8857690.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Neuroprotection in Alzheimer's Disease""}]"
brain-derived-neutrophic-factor,brain-derived neurotrophic factor (BDNF),"[{'article': 'PMC8795741.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7067577.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Cognitive Decline in Alzheimer's Disease""}, {'article': 'PMC9527145.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}]"
