,Biomarker,Relations,Cluster
1819,HDL,"[{'article': 'PMC10310693.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7551340.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Higher HDL levels were associated with better outcomes in the r-IF group.'}]",451
1820,HDL cholesterol,"[{'article': 'PMC4202787.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Increased risk for Alzheimer's Disease""}, {'article': 'PMC4987494.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Behavior change and improved clinical outcomes in Alzheimer's Disease risk reduction""}, {'article': 'PMC4987494.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Improvement in HDL cholesterol levels'}, {'article': 'PMC4987494.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Improvements in HDL cholesterol levels'}, {'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Metabolic changes in Alzheimer's Disease""}]",622
1821,HDL levels,"[{'article': 'PMC8470960.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6208946.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]",451
1822,HDL-C,"[{'article': 'PMC4179179.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Cognitive function in elderly subjects'}, {'article': 'PMC8351379.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC7934383.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7934383.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",451
1823,HDL/LDL,"[{'article': 'PMC4487699.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",542
1824,HDoHes,"[{'article': 'PMC4694064.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""DHA oxidation in Alzheimer's Disease""}]",451
1825,HF,"[{'article': 'PMC8154928.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Mild Cognitive Impairment'}]",0
1826,HIF-1α,"[{'article': 'PMC9962062.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Cell adaptation to hypoxia in ischemia'}]",88
1827,HKLLT,"[{'article': 'PMC9871821.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Response: Improved verbal memory after tPBM treatment'}]",138
1828,HLA,"[{'article': 'PMC8258160.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]",554
1829,HLA-DR,"[{'article': 'PMC6584558.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",554
1830,HLA-DR expression,"[{'article': 'PMC6584558.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]",554
1831,HLA-DR surface expression,"[{'article': 'PMC6584558.txt', 'relationship': 'NOT_IMPAIRED_IN', 'object': ""Alzheimer's Disease patients""}]",704
1832,HLA-DRB1,"[{'article': 'PMC6158742.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]",628
1833,HLA-DRB5/HLA-DRB1,"[{'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Associated with increased LOAD risk'}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Alzheimer’s Disease'}]",628
1834,HMOX,"[{'article': 'PMC8868383.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Target engagement of NRF2 pathway'}]",314
1835,HMW adiponectin,"[{'article': 'PMC4153084.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Improved insulin sensitivity in Alzheimer's Disease patients""}]",528
1836,HOMA-B,"[{'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Beta-cell dysfunction in Alzheimer's Disease""}]",15
1837,HOMA-IR,"[{'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Insulin resistance in Alzheimer's Disease""}, {'article': 'PMC5105117.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Insulin resistance in Alzheimer's Disease patients""}, {'article': 'PMC6679855.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]",15
1838,HOP,"[{'article': 'PMC3237323.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Heat shock protein response: Decreased to control levels by J147'}, {'article': 'PMC8333062.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",620
1839,HOP-1,"[{'article': 'PMC3237323.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Reduction of heat shock protein in AD mice'}]",620
1840,HP 129Xe,"[{'article': 'PMC7554935.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence of Alzheimer’s Disease'}, {'article': 'PMC7554935.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC9314594.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC9314594.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Cerebral perfusion and blood–brain barrier permeability in Alzheimer's Disease""}, {'article': 'PMC9314594.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Brain oxygenation mapping in Alzheimer's Disease""}, {'article': 'PMC9314594.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Brain disease detection'}, {'article': 'PMC9314594.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC9314594.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC9314594.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}]",614
1841,HR,"[{'article': 'PMC8345445.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",0
1842,HRV,"[{'article': 'PMC8154928.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Pathological states'}, {'article': 'PMC8154928.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Autonomic dysfunction in dementia'}, {'article': 'PMC8154928.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Outcome: Better cognitive performance and executive functions'}, {'article': 'PMC8154928.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Mild Cognitive Impairment'}, {'article': 'PMC8345445.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7674649.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]",0
1843,HS score,"[{'article': 'PMC6748929.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6748929.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6748929.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Early-onset Alzheimer's Disease""}, {'article': 'PMC6748929.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of Alzheimer's Disease""}, {'article': 'PMC6748929.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis of Alzheimer's Disease""}]",1
1844,HS scores,"[{'article': 'PMC6748929.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease presence via Aβ PET status correlation""}]",1
1845,HSD17B11,"[{'article': 'PMC3335851.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",602
1846,HSP40,"[{'article': 'PMC4694064.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Stress in Alzheimer's Disease""}]",495
1847,HSP60,"[{'article': 'PMC4694064.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4694064.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Stress in Alzheimer's Disease""}]",495
1848,HSP70,"[{'article': 'PMC3237323.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Heat shock protein response: Decreased to control levels by J147'}, {'article': 'PMC3237323.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3237323.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'J147 treatment'}, {'article': 'PMC3237323.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Reduction of heat shock protein in AD mice'}]",495
1849,HSP90,"[{'article': 'PMC3237323.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Heat shock protein response: Decreased to control levels by J147'}, {'article': 'PMC3237323.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Reduction of heat shock protein in AD mice'}, {'article': 'PMC4694064.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4694064.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Stress in Alzheimer's Disease""}, {'article': 'PMC8333062.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Alzheimer's Disease treatment""}, {'article': 'PMC8333062.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Alzheimer's Disease treatment""}]",495
1850,HSP90α,"[{'article': 'PMC8333062.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",495
1851,HSP90β,"[{'article': 'PMC8333062.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",495
1852,HT7,"[{'article': 'PMC4294473.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",0
1853,HVA,"[{'article': 'PMC5008228.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Nilotinib treatment'}, {'article': 'PMC5008228.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Better outcome: Increased dopamine levels in Alzheimer's Disease""}]",0
1854,Hachinski Ischemic Score (HIS),"[{'article': 'PMC5546604.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Vascular risk factors in Alzheimer's Disease""}]",509
1855,Hallucinations,"[{'article': 'PMC7789403.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",174
1856,Hand Grip Strength,"[{'article': 'PMC7084863.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]",435
1857,Hand Movement,"[{'article': 'PMC10363100.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease and Mild Cognitive Impairment""}]",435
1858,Hand-Motor Performance,"[{'article': 'PMC3581819.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Better motor function in Alzheimer's Disease""}]",526
1859,Handwriting,"[{'article': 'PMC10363100.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",119
1860,Hb,"[{'article': 'PMC7023686.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Hospitalization'}, {'article': 'PMC7023686.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Decreased hospitalization rates and improved nutritional status in older patients'}]",0
1861,HbA1c,"[{'article': 'PMC10310693.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Thinner cortical thickness in the lateral orbitofrontal cortex, frontal gyrus, motor region, lateral temporal lobe, and superior and inferior parietal cortex.'}, {'article': 'PMC10310693.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10310693.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6074058.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6208946.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6208946.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7934383.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7934383.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",124
1862,HbA1c levels,"[{'article': 'PMC6074058.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Treatment response in Alzheimer's Disease""}]",124
1863,Hcy,"[{'article': 'PMC4179179.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive decline and Alzheimer's Disease""}, {'article': 'PMC4179179.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Vascular inflammation and oxidative stress'}]",309
1864,Hcy (Homocysteine),"[{'article': 'PMC4179179.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Cognitive impairment and cardiovascular risk'}]",46
1865,Health Utility Index (HUI),"[{'article': 'PMC4066282.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease Prognosis""}]",263
1866,Heart Rate Variability (HRV),"[{'article': 'PMC8154928.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Mild Cognitive Impairment (MCI), a prodromal stage of Alzheimer's Disease""}]",118
1867,Heart disease,"[{'article': 'PMC4150993.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Amyloid deposition associated with Alzheimer's Disease""}, {'article': 'PMC7414752.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Dementia incidence'}]",126
1868,Heart rate,"[{'article': 'PMC5123349.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Monitoring health in Alzheimer's Disease patients""}, {'article': 'PMC9412195.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Exercise intensity and physical activity in Alzheimer's Disease patients""}, {'article': 'PMC9412195.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Physical activity and treatment response in Alzheimer's Disease""}]",118
1869,Helicobacter,"[{'article': 'PMC5648830.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'AD pathology in transgenic mice'}]",33
1870,Helicobacteraceae,"[{'article': 'PMC5648830.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'AD pathology in transgenic mice'}]",33
1871,Heme oxygenase 1 (HO-1),"[{'article': 'PMC3237323.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Oxidative stress response: Decreased to control levels by J147'}, {'article': 'PMC3237323.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Reduction of oxidative stress in AD mice'}]",124
1872,Hemoglobin,"[{'article': 'PMC4922661.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Anemia in Alzheimer's Disease patients""}, {'article': 'PMC4153084.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Hemodilution in Alzheimer's Disease patients""}]",124
1873,Hemoglobin A1c (HbA1c),"[{'article': 'PMC10310693.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]",124
1874,Hesitation Ratio,"[{'article': 'PMC4611852.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",179
1875,Hey1,"[{'article': 'PMC8581408.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'VEGF signaling'}]",135
1876,High CS levels,"[{'article': 'PMC9116897.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Reduction in agitation in Alzheimer's Disease patients""}]",557
1877,High Cholesterol,"[{'article': 'PMC4615808.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",413
1878,High glycemic diet,"[{'article': 'PMC8502814.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Amyloid accumulation in the precuneus, lateral temporal lobe, and posterior cingulate gyrus in preclinical Alzheimer's Disease""}]",145
1879,High illuminance (350–750 lux),"[{'article': 'PMC9116897.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Reduction in agitation in Alzheimer's Disease patients""}]",440
1880,High molecular weight adiponectin,"[{'article': 'PMC4153084.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Treatment response in Alzheimer's Disease""}, {'article': 'PMC4153084.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease treatment monitoring""}, {'article': 'PMC4153084.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Improvement in insulin sensitivity in Alzheimer's Disease patients""}]",528
1881,High-density lipoprotein (HDL),"[{'article': 'PMC4922661.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Cholesterol levels in Alzheimer's Disease""}, {'article': 'PMC8857690.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",622
1882,High-sensitivity C-Reactive Protein (hsCRP),"[{'article': 'PMC4153084.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Treatment response in Alzheimer's Disease""}, {'article': 'PMC4153084.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease treatment monitoring""}]",38
1883,High-sensitivity C-reactive protein (hs-CRP),"[{'article': 'PMC8857690.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",38
1884,Hippocampal Atrophy,"[{'article': 'PMC6201586.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Brain volume changes in AD patients'}, {'article': 'PMC6615169.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Increased risk of cognitive decline and dementia'}, {'article': 'PMC6910674.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease Progression""}]",391
1885,Hippocampal Atrophy Rate,"[{'article': 'PMC4132648.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease Progression""}]",391
1886,Hippocampal GM density,"[{'article': 'PMC2764863.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis and progression of Alzheimer's Disease""}, {'article': 'PMC2764863.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC2764863.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",229
1887,Hippocampal Occupancy (HOC),"[{'article': 'PMC4568340.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4568340.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]",229
1888,Hippocampal Synaptic Immunoreactivity,"[{'article': 'PMC4351428.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Reflects response to cognitive training in Alzheimer's Disease""}]",229
1889,Hippocampal Volume,"[{'article': 'PMC2764863.txt', 'relationship': 'PREDICTS_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4283145.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Progression of Alzheimer's Disease neuropathology""}, {'article': 'PMC4563885.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4563885.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5302785.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5399035.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC6167961.txt', 'relationship': 'BIOMARKER_DYNAMICS_UNDER_TREATMENT', 'object': ""Exercise intervention in Alzheimer's Disease""}, {'article': 'PMC6167961.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease progression""}, {'article': 'PMC6646979.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}, {'article': 'PMC9972804.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Early-onset Alzheimer's Disease""}]",648
